# ['video-games', 'baby', 'grocery-and-gourmet-food', 'digital-music', 'musical-instruments', 'pet-supplies', 'patio-lawn-and-garden', 'beauty', 'automotive', 'office-products']
scrape:[0, 24, 16, 0, 0, 172, 32, 12, 8, 8]
freedom:[116, 92, 4, 176, 164, 16, 16, 0, 0, 12]
cushion:[8, 188, 0, 0, 4, 4, 12, 0, 76, 4]
transfers:[12, 0, 8, 8, 100, 4, 8, 0, 0, 8]
hassle:[112, 388, 92, 0, 24, 172, 344, 76, 144, 100]
seldom:[0, 8, 24, 116, 152, 28, 36, 16, 20, 32]
physics:[108, 0, 0, 8, 12, 16, 8, 4, 12, 156]
cheapo:[0, 8, 0, 0, 12, 20, 36, 0, 44, 16]
protect:[176, 196, 48, 0, 64, 92, 104, 124, 360, 136]
cooking:[0, 92, 784, 48, 24, 52, 100, 20, 16, 16]
kayak:[0, 0, 0, 0, 0, 0, 0, 0, 240, 0]
messes:[32, 68, 4, 0, 4, 68, 0, 12, 8, 4]
more:[786, 0, 1361, 773, 893, 1040, 1103, 1120, 1152, 1293]
display:[72, 28, 36, 188, 280, 20, 0, 20, 192, 1076]
born:[100, 1224, 44, 444, 656, 16, 16, 60, 0, 24]
kill:[880, 0, 68, 196, 96, 360, 208, 24, 104, 20]
conductor:[0, 20, 0, 20, 820, 0, 0, 0, 28, 4]
bore:[76, 0, 16, 44, 44, 0, 20, 0, 8, 4]
beautifully:[216, 136, 104, 452, 1168, 0, 152, 124, 88, 184]
mexico:[16, 0, 88, 4, 112, 4, 36, 20, 8, 28]
cats:[20, 80, 20, 120, 36, 5924, 12, 0, 60, 28]
oversized:[8, 40, 8, 0, 8, 24, 20, 0, 20, 16]
accounts:[16, 0, 4, 24, 136, 0, 4, 4, 0, 8]
alot:[960, 372, 180, 512, 272, 296, 228, 220, 200, 0]
hotter:[8, 0, 496, 12, 12, 4, 4, 16, 0, 8]
shut:[104, 252, 76, 96, 72, 156, 440, 0, 192, 108]
habits:[8, 20, 0, 56, 28, 40, 0, 0, 0, 20]
bout:[28, 0, 8, 116, 36, 24, 12, 12, 12, 16]
luck:[304, 340, 152, 0, 136, 356, 260, 200, 228, 160]
simple:[1456, 1100, 408, 1148, 1080, 428, 1088, 0, 876, 1068]
wrapper:[16, 0, 68, 12, 4, 8, 0, 4, 0, 20]
shampoos:[0, 0, 0, 0, 0, 0, 0, 492, 0, 0]
cloud:[952, 0, 12, 100, 56, 4, 16, 12, 0, 8]
babysitter:[0, 120, 0, 0, 0, 0, 0, 0, 0, 8]
pianist:[0, 0, 0, 208, 880, 0, 0, 28, 0, 0]
talent:[44, 4, 0, 1192, 696, 4, 12, 32, 0, 44]
absolutly:[48, 40, 0, 24, 8, 20, 4, 16, 0, 8]
totally:[744, 460, 388, 776, 736, 364, 0, 400, 332, 368]
hyper:[80, 12, 8, 40, 44, 36, 0, 16, 0, 0]
connections:[52, 20, 0, 0, 36, 12, 92, 8, 196, 16]
described:[404, 0, 272, 232, 396, 244, 388, 204, 476, 460]
england:[24, 0, 104, 148, 224, 8, 48, 32, 28, 24]
violin:[4, 128, 0, 144, 1044, 0, 12, 24, 0, 12]
cave:[96, 0, 12, 24, 40, 20, 0, 8, 0, 24]
package:[360, 312, 1256, 0, 288, 464, 332, 352, 372, 552]
king:[252, 0, 52, 752, 728, 32, 32, 32, 40, 88]
timing:[100, 20, 0, 80, 152, 84, 24, 16, 16, 12]
kind:[1261, 972, 931, 2049, 1491, 740, 612, 824, 580, 0]
crafted:[68, 20, 12, 296, 232, 0, 0, 8, 0, 20]
kink:[0, 0, 0, 4, 4, 4, 704, 0, 0, 0]
both:[0, 1293, 690, 1010, 1457, 1672, 696, 780, 973, 769]
important:[656, 392, 0, 640, 984, 292, 288, 296, 284, 556]
most:[1200, 0, 1046, 1823, 1457, 768, 652, 899, 806, 720]
veteran:[80, 4, 0, 60, 36, 12, 16, 20, 0, 4]
spikes:[24, 0, 56, 8, 0, 32, 24, 0, 16, 0]
bones:[28, 24, 32, 140, 32, 364, 16, 28, 0, 8]
nerve:[36, 0, 20, 20, 56, 20, 4, 4, 0, 4]
diaper:[12, 6628, 12, 0, 0, 8, 0, 64, 12, 0]
job:[0, 717, 357, 371, 686, 724, 3092, 1024, 2009, 712]
daughter:[276, 5928, 520, 0, 732, 248, 128, 620, 332, 1016]
cloth:[16, 616, 0, 0, 20, 84, 84, 72, 284, 32]
joe:[8, 0, 120, 712, 404, 0, 24, 24, 36, 8]
jon:[0, 0, 0, 176, 48, 0, 0, 0, 28, 0]
gauges:[0, 0, 0, 0, 0, 0, 0, 0, 100, 0]
decorations:[4, 16, 20, 0, 8, 0, 0, 0, 0, 88]
bowl:[8, 156, 344, 12, 32, 404, 8, 8, 16, 0]
understands:[4, 28, 0, 48, 84, 8, 0, 0, 0, 8]
coltrane:[0, 0, 0, 392, 40, 0, 0, 0, 0, 12]
causing:[88, 144, 60, 0, 32, 152, 164, 148, 72, 36]
diapers:[0, 3820, 12, 4, 0, 0, 0, 8, 0, 0]
joy:[252, 60, 40, 464, 668, 92, 100, 68, 0, 48]
patient:[84, 28, 44, 36, 52, 36, 24, 52, 0, 20]
sad:[408, 96, 120, 900, 768, 112, 72, 108, 0, 108]
sheer:[132, 12, 12, 300, 324, 24, 24, 40, 0, 20]
visually:[80, 44, 0, 20, 68, 20, 8, 12, 8, 68]
miracle:[28, 24, 24, 40, 60, 96, 48, 208, 28, 0]
sheet:[0, 1372, 52, 44, 124, 16, 60, 16, 100, 220]
refunded:[4, 12, 60, 0, 12, 16, 40, 12, 16, 44]
mentioned:[328, 292, 164, 504, 464, 252, 316, 224, 0, 180]
depressing:[24, 4, 0, 208, 116, 8, 8, 8, 0, 0]
san:[72, 0, 112, 160, 168, 36, 28, 28, 0, 12]
rest:[624, 404, 324, 1980, 1348, 400, 384, 312, 308, 0]
amount:[920, 640, 1224, 0, 412, 772, 724, 1228, 464, 340]
move:[1296, 1284, 0, 568, 564, 512, 924, 196, 552, 224]
original:[2068, 0, 491, 2065, 1525, 460, 932, 481, 825, 888]
album:[8, 12, 0, 8247, 1588, 0, 18, 59, 0, 64]
sat:[96, 140, 76, 112, 140, 96, 64, 0, 64, 108]
convertible:[0, 40, 0, 12, 0, 0, 0, 8, 88, 0]
sandwich:[12, 12, 188, 12, 4, 8, 4, 4, 0, 0]
sax:[0, 0, 0, 564, 288, 0, 12, 24, 0, 12]
enough:[517, 1612, 1138, 490, 0, 1010, 1155, 916, 1380, 1300]
kingdom:[156, 0, 0, 364, 28, 0, 8, 0, 0, 4]
afternoon:[28, 0, 192, 88, 84, 48, 96, 48, 32, 28]
truely:[104, 56, 28, 84, 80, 4, 0, 8, 12, 12]
favor:[188, 72, 128, 264, 280, 0, 72, 56, 52, 64]
heights:[40, 16, 0, 100, 92, 0, 28, 20, 20, 12]
guests:[0, 52, 256, 164, 28, 44, 24, 40, 24, 24]
latter:[84, 0, 48, 380, 408, 16, 36, 36, 16, 24]
front:[348, 612, 0, 520, 424, 552, 948, 132, 688, 560]
simply:[1404, 556, 596, 1840, 1888, 496, 512, 424, 444, 0]
customer:[144, 268, 476, 0, 92, 464, 424, 236, 392, 448]
plane:[108, 52, 28, 80, 64, 0, 36, 16, 0, 36]
stupid:[508, 96, 60, 196, 128, 92, 100, 56, 88, 0]
joan:[0, 0, 0, 272, 172, 8, 0, 0, 0, 0]
projects:[0, 16, 12, 100, 104, 12, 60, 0, 56, 340]
bad:[1702, 1120, 864, 1240, 780, 1032, 756, 990, 865, 0]
canoe:[0, 0, 0, 0, 0, 0, 8, 0, 256, 8]
bag:[0, 3496, 1408, 132, 196, 1052, 1596, 120, 596, 376]
boys:[116, 420, 40, 2316, 528, 100, 40, 0, 60, 120]
completing:[220, 0, 12, 20, 16, 4, 8, 0, 0, 12]
treatments:[0, 0, 4, 16, 24, 196, 12, 216, 24, 4]
offer:[424, 112, 196, 328, 424, 128, 100, 0, 120, 140]
bar:[220, 436, 648, 308, 308, 68, 288, 348, 544, 0]
complex:[560, 0, 200, 488, 456, 28, 28, 152, 44, 252]
mozart:[0, 576, 20, 72, 908, 0, 4, 0, 0, 0]
soaked:[4, 132, 56, 16, 20, 44, 52, 24, 52, 0]
personal:[396, 0, 268, 1196, 848, 84, 92, 132, 92, 328]
accurately:[60, 12, 12, 48, 100, 8, 40, 0, 52, 8]
plastic:[152, 2186, 390, 0, 147, 2048, 2342, 378, 1695, 569]
delay:[56, 8, 44, 16, 16, 28, 32, 0, 16, 48]
soaker:[0, 0, 0, 0, 0, 0, 184, 0, 0, 0]
defiantly:[56, 16, 4, 20, 8, 8, 8, 24, 0, 24]
plans:[88, 20, 16, 20, 52, 8, 0, 12, 16, 124]
plant:[60, 0, 396, 116, 12, 20, 456, 20, 20, 8]
switched:[68, 228, 92, 48, 0, 272, 72, 220, 44, 76]
drive:[432, 116, 100, 292, 292, 104, 336, 0, 720, 52]
greatly:[168, 48, 48, 124, 244, 76, 68, 80, 0, 72]
hesitation:[24, 44, 0, 52, 32, 48, 32, 28, 28, 24]
jones:[56, 0, 16, 680, 328, 4, 16, 0, 8, 0]
creeper:[4, 0, 0, 0, 0, 4, 0, 0, 300, 0]
sponge:[0, 192, 12, 0, 0, 16, 0, 256, 56, 4]
deal:[868, 672, 644, 0, 740, 664, 884, 620, 652, 700]
strong:[528, 728, 1196, 1360, 1104, 964, 888, 1044, 1084, 0]
facing:[120, 84, 24, 40, 44, 28, 24, 0, 68, 0]
dead:[764, 0, 204, 524, 344, 260, 364, 412, 680, 148]
eyes:[324, 136, 240, 632, 672, 188, 0, 876, 96, 88]
drain:[24, 192, 64, 0, 20, 48, 92, 68, 344, 32]
sea:[72, 28, 104, 116, 168, 32, 0, 20, 60, 40]
proved:[80, 56, 28, 220, 124, 40, 64, 0, 68, 32]
tenor:[0, 0, 0, 460, 576, 0, 20, 12, 0, 0]
subsequent:[64, 16, 24, 192, 140, 0, 28, 0, 16, 4]
national:[0, 8, 36, 64, 256, 12, 60, 16, 28, 100]
customers:[48, 56, 132, 0, 32, 92, 88, 76, 132, 156]
compared:[892, 384, 356, 580, 528, 328, 412, 0, 308, 424]
litter:[0, 72, 0, 0, 0, 4100, 0, 0, 24, 0]
contain:[56, 340, 208, 180, 264, 96, 32, 160, 0, 40]
set:[509, 2072, 453, 872, 1482, 805, 1258, 0, 1108, 1037]
incorrect:[16, 24, 12, 28, 52, 16, 36, 0, 60, 56]
fastest:[68, 0, 16, 52, 44, 8, 24, 8, 16, 24]
sex:[32, 0, 4, 552, 668, 4, 12, 32, 0, 0]
words:[604, 0, 180, 1368, 1144, 132, 200, 148, 176, 460]
medicine:[0, 40, 36, 28, 8, 260, 0, 156, 0, 8]
entered:[52, 16, 8, 48, 64, 12, 16, 8, 0, 112]
chimes:[4, 0, 4, 40, 12, 16, 4, 0, 0, 0]
sample:[20, 16, 196, 272, 260, 36, 0, 356, 16, 44]
compares:[60, 40, 60, 72, 36, 0, 24, 36, 24, 28]
kits:[12, 52, 28, 0, 0, 16, 20, 16, 48, 16]
battle:[2216, 16, 32, 176, 176, 36, 28, 16, 0, 12]
instructed:[0, 16, 20, 0, 16, 32, 44, 32, 48, 20]
awesome:[2776, 520, 740, 1360, 784, 388, 0, 648, 448, 616]
refilled:[0, 12, 8, 0, 0, 16, 16, 16, 0, 100]
busted:[4, 12, 8, 32, 4, 20, 28, 0, 36, 20]
fighter:[948, 0, 0, 8, 12, 0, 4, 4, 0, 4]
somewhat:[520, 228, 304, 676, 964, 228, 264, 248, 0, 176]
river:[40, 16, 16, 328, 412, 8, 32, 0, 32, 8]
windshield:[0, 8, 0, 0, 0, 4, 0, 0, 464, 4]
eyed:[28, 8, 8, 64, 88, 0, 12, 8, 8, 0]
scrubbing:[0, 40, 0, 0, 0, 28, 16, 96, 28, 0]
riven:[472, 0, 0, 0, 0, 0, 0, 0, 0, 0]
bed:[72, 1112, 88, 148, 76, 372, 200, 424, 968, 0]
roomy:[0, 220, 0, 0, 0, 24, 4, 8, 0, 12]
beauty:[224, 12, 36, 876, 996, 0, 48, 284, 44, 104]
deck:[12, 52, 0, 144, 32, 56, 224, 0, 96, 12]
antibacterial:[0, 72, 0, 0, 0, 0, 0, 60, 0, 0]
ben:[12, 0, 8, 316, 80, 4, 0, 0, 8, 12]
nearest:[20, 16, 36, 28, 24, 0, 24, 8, 20, 12]
bet:[184, 40, 80, 160, 148, 36, 56, 44, 0, 72]
shipping:[360, 320, 1740, 0, 208, 840, 932, 688, 1012, 892]
beginner:[88, 12, 40, 20, 244, 24, 0, 0, 24, 32]
france:[16, 4, 92, 28, 232, 0, 4, 40, 0, 8]
alison:[0, 0, 0, 732, 0, 0, 0, 0, 0, 0]
tires:[12, 16, 0, 16, 4, 44, 256, 0, 476, 0]
digit:[4, 0, 4, 0, 0, 4, 4, 0, 8, 88]
disadvantage:[20, 28, 4, 8, 12, 20, 20, 0, 16, 16]
sgt:[4, 0, 0, 628, 16, 0, 0, 0, 0, 0]
typically:[0, 64, 92, 76, 136, 76, 92, 116, 52, 72]
garbage:[108, 1632, 76, 164, 108, 276, 340, 0, 168, 136]
complain:[296, 232, 136, 96, 152, 148, 124, 0, 148, 136]
pulls:[96, 176, 0, 108, 100, 52, 52, 20, 112, 20]
unstable:[36, 44, 0, 4, 8, 20, 12, 0, 16, 0]
searched:[36, 80, 132, 0, 92, 56, 72, 104, 84, 136]
she:[194, 2769, 518, 684, 733, 3116, 0, 872, 200, 821]
adjust:[80, 304, 72, 0, 92, 76, 644, 76, 300, 44]
parts:[644, 640, 0, 392, 888, 516, 1036, 176, 648, 176]
helps:[476, 752, 352, 0, 256, 872, 404, 1076, 388, 540]
vaguely:[24, 8, 12, 56, 60, 4, 0, 8, 8, 0]
party:[764, 96, 696, 536, 380, 0, 52, 48, 48, 228]
fluff:[8, 8, 0, 60, 56, 32, 4, 0, 0, 8]
duties:[8, 8, 0, 64, 24, 8, 36, 12, 12, 12]
little:[711, 1524, 1380, 0, 586, 1263, 979, 1059, 1104, 1173]
deer:[4, 0, 24, 16, 0, 28, 28, 8, 52, 12]
deep:[524, 0, 240, 1116, 924, 160, 528, 372, 236, 132]
confined:[16, 136, 16, 0, 32, 20, 0, 4, 0, 4]
sources:[36, 0, 48, 40, 88, 40, 24, 28, 12, 44]
forgive:[16, 12, 4, 60, 32, 4, 0, 0, 8, 8]
explained:[72, 52, 28, 48, 76, 36, 40, 0, 36, 56]
packing:[20, 60, 168, 0, 28, 72, 56, 40, 80, 84]
collector:[220, 0, 16, 152, 236, 12, 64, 16, 36, 36]
getting:[1042, 1605, 693, 653, 0, 1564, 1156, 925, 975, 884]
lemon:[4, 40, 480, 0, 24, 12, 48, 52, 44, 16]
signs:[68, 36, 0, 92, 56, 216, 64, 104, 60, 96]
related:[104, 24, 40, 100, 172, 52, 0, 36, 48, 116]
decor:[0, 112, 12, 0, 0, 16, 0, 0, 0, 56]
jersey:[16, 16, 20, 48, 20, 4, 0, 0, 8, 0]
captured:[100, 12, 0, 168, 268, 4, 8, 0, 0, 8]
clears:[4, 0, 20, 0, 12, 16, 32, 120, 40, 16]
sin:[28, 8, 20, 88, 96, 4, 0, 0, 0, 24]
unfair:[64, 4, 4, 60, 88, 12, 4, 4, 0, 4]
conversion:[28, 16, 0, 16, 24, 0, 0, 0, 20, 52]
sit:[368, 1444, 208, 400, 376, 320, 312, 180, 224, 0]
brilliant:[272, 68, 32, 1220, 1012, 52, 28, 0, 44, 56]
living:[268, 468, 260, 616, 708, 172, 140, 192, 192, 0]
captures:[28, 8, 8, 204, 364, 12, 0, 12, 8, 20]
breathing:[48, 12, 60, 60, 124, 12, 12, 16, 8, 0]
bound:[96, 52, 28, 112, 108, 16, 20, 0, 16, 128]
false:[64, 0, 24, 48, 116, 28, 32, 28, 68, 56]
wearing:[52, 136, 0, 88, 68, 100, 112, 536, 64, 44]
packaging:[0, 216, 668, 156, 152, 224, 208, 416, 280, 524]
dinner:[24, 140, 380, 100, 92, 100, 32, 24, 0, 32]
realy:[84, 24, 0, 28, 20, 8, 12, 16, 12, 12]
fragrance:[4, 12, 76, 0, 0, 4, 0, 2156, 12, 0]
rotates:[16, 8, 0, 0, 0, 100, 28, 8, 8, 0]
realm:[88, 8, 4, 68, 104, 0, 4, 0, 0, 4]
fresh:[200, 188, 1848, 900, 536, 508, 112, 780, 160, 0]
stunningly:[24, 0, 0, 48, 56, 0, 4, 8, 0, 8]
prompt:[44, 28, 88, 0, 24, 68, 48, 60, 84, 96]
appealing:[96, 108, 32, 172, 204, 16, 8, 28, 0, 48]
worms:[28, 0, 36, 8, 0, 440, 0, 0, 0, 0]
big:[681, 1739, 873, 842, 815, 1269, 1143, 0, 840, 1196]
amazement:[36, 8, 20, 20, 28, 8, 0, 12, 0, 0]
modes:[692, 0, 0, 8, 56, 0, 8, 0, 20, 12]
mesmerizing:[8, 8, 0, 104, 156, 0, 20, 0, 0, 8]
advanced:[336, 28, 0, 64, 172, 84, 12, 16, 32, 284]
recommendation:[76, 168, 84, 76, 288, 112, 100, 120, 68, 0]
bit:[1028, 1125, 1394, 693, 0, 1060, 884, 1154, 1010, 996]
upgrades:[104, 0, 0, 8, 4, 4, 0, 0, 8, 8]
improved:[416, 136, 0, 152, 140, 244, 156, 240, 96, 112]
thanks:[808, 0, 708, 700, 792, 576, 668, 612, 620, 756]
output:[28, 24, 0, 156, 304, 24, 48, 16, 240, 116]
striking:[28, 0, 16, 84, 148, 4, 24, 4, 0, 12]
corner:[208, 260, 56, 140, 112, 216, 212, 0, 92, 104]
warranty:[12, 52, 0, 0, 52, 252, 428, 52, 300, 132]
majority:[128, 40, 20, 184, 188, 52, 40, 0, 52, 48]
model:[132, 388, 0, 276, 232, 836, 1336, 192, 696, 924]
animals:[180, 144, 0, 52, 60, 540, 28, 20, 0, 80]
philips:[8, 12, 0, 4, 184, 0, 4, 0, 0, 8]
tasks:[184, 20, 4, 0, 4, 12, 84, 16, 36, 244]
crown:[4, 8, 12, 44, 32, 4, 0, 8, 12, 8]
sentence:[36, 8, 0, 52, 80, 0, 4, 0, 8, 52]
large:[392, 1224, 893, 0, 500, 1792, 1968, 472, 1193, 1384]
surface:[104, 296, 0, 152, 276, 364, 316, 148, 580, 188]
bikes:[24, 28, 0, 0, 0, 0, 0, 0, 96, 0]
director:[88, 8, 4, 12, 744, 0, 28, 0, 0, 0]
satisfied:[348, 332, 280, 0, 216, 256, 532, 320, 400, 424]
drink:[28, 72, 1204, 128, 84, 72, 28, 92, 16, 0]
edging:[4, 8, 0, 8, 0, 0, 996, 0, 8, 12]
smoother:[76, 0, 60, 32, 24, 24, 28, 392, 32, 0]
selections:[20, 40, 32, 192, 488, 0, 16, 8, 0, 8]
operate:[68, 280, 0, 0, 32, 80, 264, 12, 132, 128]
aftertaste:[0, 0, 316, 0, 0, 0, 0, 0, 0, 0]
stereo:[20, 28, 0, 904, 552, 0, 4, 0, 76, 8]
exclusively:[32, 108, 72, 32, 44, 44, 28, 36, 0, 24]
john:[64, 0, 28, 1932, 1200, 12, 88, 64, 36, 36]
begin:[404, 176, 88, 268, 356, 148, 88, 168, 0, 84]
sly:[8, 0, 0, 128, 32, 0, 4, 4, 0, 0]
judgement:[24, 0, 12, 24, 44, 8, 0, 12, 0, 0]
brought:[520, 292, 360, 644, 724, 260, 0, 132, 196, 132]
works:[954, 352, 269, 0, 291, 982, 1925, 1490, 2565, 1148]
crystal:[188, 28, 52, 120, 104, 40, 0, 44, 20, 24]
boyfriend:[124, 0, 152, 60, 64, 44, 0, 168, 28, 44]
weekend:[76, 124, 64, 72, 80, 292, 176, 0, 160, 60]
extras:[208, 52, 16, 36, 76, 36, 16, 0, 32, 64]
drawbacks:[48, 36, 12, 0, 36, 48, 24, 16, 24, 32]
plate:[20, 112, 128, 16, 20, 28, 212, 0, 188, 20]
sequences:[232, 0, 0, 28, 76, 0, 0, 0, 0, 16]
cycle:[36, 76, 28, 76, 340, 304, 216, 0, 188, 28]
thinking:[652, 544, 332, 464, 700, 400, 348, 292, 0, 372]
finishing:[152, 24, 80, 32, 48, 0, 48, 28, 20, 24]
world:[2877, 176, 536, 2780, 2356, 199, 0, 176, 156, 592]
theres:[288, 40, 24, 64, 24, 12, 12, 32, 16, 0]
satisfies:[8, 0, 12, 12, 16, 8, 0, 0, 0, 0]
misses:[44, 8, 12, 104, 72, 60, 44, 0, 12, 24]
clearance:[0, 12, 20, 12, 0, 0, 40, 0, 88, 16]
angle:[160, 204, 0, 20, 68, 140, 260, 0, 228, 44]
hopefully:[164, 200, 0, 116, 212, 260, 216, 152, 172, 176]
december:[48, 32, 36, 116, 104, 52, 20, 0, 36, 136]
tradition:[44, 0, 56, 212, 464, 4, 4, 20, 0, 20]
everything:[1524, 1086, 994, 997, 847, 752, 0, 861, 783, 1450]
unbearable:[8, 76, 32, 24, 48, 20, 4, 12, 0, 16]
italy:[0, 0, 204, 24, 92, 0, 0, 24, 0, 36]
table:[80, 824, 280, 116, 112, 152, 84, 0, 172, 248]
affordable:[92, 144, 88, 0, 120, 72, 104, 220, 64, 180]
side:[1021, 2028, 670, 1114, 806, 854, 1121, 0, 1232, 698]
thorn:[0, 0, 0, 132, 20, 0, 4, 0, 0, 0]
break:[572, 556, 304, 632, 464, 964, 652, 1076, 516, 0]
composer:[28, 12, 0, 192, 1776, 0, 28, 24, 0, 8]
change:[904, 3148, 0, 616, 696, 740, 688, 556, 668, 596]
restaurant:[4, 72, 404, 28, 36, 0, 12, 12, 16, 8]
century:[80, 0, 20, 324, 1176, 0, 24, 20, 32, 84]
smoothness:[0, 0, 28, 28, 44, 0, 12, 28, 16, 0]
discovery:[48, 0, 12, 224, 160, 0, 8, 12, 0, 8]
instruction:[120, 84, 28, 0, 172, 24, 116, 28, 108, 208]
shuffle:[24, 0, 0, 80, 60, 0, 0, 0, 8, 8]
improvements:[148, 32, 0, 20, 24, 76, 48, 72, 0, 12]
auto:[200, 36, 36, 36, 0, 188, 264, 56, 736, 40]
constant:[164, 100, 0, 136, 680, 168, 140, 92, 88, 68]
standout:[20, 0, 4, 516, 140, 0, 0, 4, 0, 4]
knees:[28, 92, 8, 0, 12, 172, 60, 132, 24, 0]
sign:[68, 40, 0, 124, 112, 104, 72, 68, 36, 132]
keypad:[12, 0, 0, 0, 0, 4, 4, 0, 0, 104]
office:[44, 88, 276, 44, 196, 156, 0, 184, 96, 1204]
northern:[16, 0, 56, 192, 160, 0, 44, 16, 108, 0]
posts:[8, 60, 12, 0, 12, 48, 100, 16, 60, 8]
stands:[284, 152, 80, 628, 372, 80, 108, 0, 76, 96]
timbre:[0, 0, 0, 32, 192, 0, 0, 0, 0, 0]
soo:[84, 20, 16, 16, 12, 16, 0, 36, 8, 16]
high:[738, 837, 1076, 1316, 1007, 0, 1156, 732, 981, 1577]
son:[629, 6160, 643, 0, 480, 133, 189, 381, 472, 792]
falls:[144, 312, 0, 160, 172, 176, 140, 48, 108, 56]
soy:[0, 12, 364, 8, 16, 12, 0, 16, 0, 0]
directly:[144, 212, 288, 0, 192, 192, 196, 132, 336, 184]
different:[1236, 1619, 1168, 836, 818, 774, 722, 1046, 0, 1076]
novice:[28, 0, 36, 32, 44, 4, 8, 8, 36, 12]
officially:[44, 0, 28, 44, 20, 4, 0, 8, 0, 4]
level:[3040, 408, 388, 660, 984, 368, 444, 0, 224, 464]
adjusted:[20, 56, 12, 0, 24, 32, 256, 28, 60, 16]
lever:[24, 88, 4, 0, 0, 12, 128, 0, 28, 0]
roots:[48, 0, 68, 404, 500, 0, 368, 60, 0, 36]
throws:[88, 52, 4, 60, 88, 276, 52, 0, 12, 4]
priced:[128, 164, 268, 0, 164, 196, 304, 308, 292, 388]
permanently:[36, 68, 0, 20, 44, 44, 44, 32, 108, 8]
concertos:[0, 0, 0, 0, 664, 0, 0, 8, 0, 0]
collectors:[84, 0, 8, 92, 268, 0, 8, 4, 8, 24]
focused:[88, 16, 8, 140, 172, 36, 12, 16, 0, 56]
attached:[132, 588, 0, 44, 84, 224, 428, 76, 340, 152]
shuts:[12, 32, 16, 0, 12, 20, 160, 12, 88, 8]
comprised:[12, 0, 0, 64, 36, 4, 12, 4, 0, 8]
errors:[96, 0, 4, 12, 20, 0, 12, 0, 16, 112]
parents:[216, 1116, 140, 152, 280, 140, 88, 0, 88, 116]
birthday:[280, 560, 624, 120, 176, 0, 84, 172, 108, 428]
nupro:[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
shades:[20, 0, 32, 40, 44, 0, 4, 36, 16, 20]
tastes:[28, 0, 2284, 196, 160, 40, 4, 44, 0, 32]
candy:[116, 0, 1492, 144, 264, 24, 4, 96, 8, 12]
pricey:[40, 224, 248, 0, 28, 212, 100, 280, 108, 156]
recipe:[20, 0, 640, 28, 0, 32, 24, 20, 0, 8]
box:[492, 804, 1456, 236, 0, 3468, 932, 468, 868, 1072]
wobble:[4, 20, 0, 12, 16, 4, 36, 0, 40, 0]
bow:[104, 12, 32, 32, 96, 8, 52, 0, 28, 8]
decent:[664, 212, 336, 456, 500, 0, 432, 248, 268, 276]
installing:[68, 212, 0, 0, 16, 24, 144, 32, 288, 76]
boy:[1192, 756, 188, 892, 604, 336, 196, 76, 0, 112]
switch:[324, 400, 116, 0, 108, 416, 332, 156, 688, 172]
enjoys:[120, 604, 120, 80, 172, 252, 24, 16, 0, 104]
total:[488, 280, 252, 268, 436, 260, 248, 0, 228, 224]
upstairs:[0, 344, 0, 0, 44, 64, 8, 16, 12, 4]
prices:[140, 0, 180, 60, 132, 104, 104, 136, 88, 204]
highly:[0, 1466, 1046, 667, 1256, 1004, 871, 1196, 968, 867]
console:[1668, 16, 0, 0, 0, 16, 0, 0, 96, 4]
vocalist:[0, 0, 0, 408, 248, 0, 0, 0, 0, 12]
chance:[668, 324, 220, 752, 796, 272, 344, 204, 260, 0]
plays:[1012, 1356, 0, 1004, 1736, 380, 60, 36, 20, 28]
sells:[60, 68, 140, 60, 76, 96, 80, 116, 0, 72]
nature:[148, 76, 112, 336, 672, 52, 96, 64, 0, 80]
wheel:[208, 88, 48, 104, 40, 24, 556, 24, 876, 0]
bolts:[24, 12, 0, 8, 0, 20, 188, 8, 256, 4]
interesting:[1212, 244, 256, 1288, 1584, 120, 68, 40, 0, 248]
cross:[196, 72, 52, 216, 316, 32, 92, 0, 112, 196]
recycling:[8, 0, 0, 12, 0, 8, 28, 0, 24, 56]
control:[1744, 648, 208, 268, 484, 736, 588, 496, 308, 0]
compositions:[24, 8, 0, 440, 672, 0, 24, 24, 0, 16]
drill:[28, 272, 20, 0, 16, 12, 208, 24, 348, 0]
squeaker:[0, 0, 0, 0, 0, 756, 0, 0, 0, 0]
joni:[0, 0, 0, 296, 0, 0, 0, 0, 0, 0]
brahms:[0, 0, 0, 0, 572, 0, 4, 12, 0, 0]
scored:[12, 4, 0, 20, 156, 24, 8, 8, 0, 4]
awards:[28, 8, 0, 76, 428, 0, 4, 0, 0, 12]
calculators:[0, 0, 0, 0, 0, 0, 0, 0, 0, 1528]
handles:[48, 200, 0, 40, 92, 80, 608, 20, 184, 88]
stool:[0, 76, 0, 12, 8, 120, 0, 8, 24, 24]
blades:[12, 16, 16, 0, 0, 20, 1640, 44, 72, 8]
elbow:[8, 20, 0, 0, 0, 56, 36, 20, 48, 0]
vary:[72, 0, 84, 60, 56, 80, 68, 28, 40, 48]
counts:[60, 4, 16, 32, 48, 28, 16, 8, 0, 20]
county:[12, 0, 16, 68, 84, 4, 4, 0, 12, 8]
delta:[4, 20, 0, 40, 68, 0, 4, 0, 8, 8]
buried:[32, 0, 8, 76, 76, 28, 40, 8, 12, 4]
paint:[56, 132, 68, 144, 60, 32, 216, 0, 552, 64]
